                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.22731,                0.17888,                0.79423,                      1,                      1,                  0.995,                0.99496,                0.07792,                0.07593,                0.69987,               0.002872,               0.002872,               0.002872
                     74,                 0.2228,                0.17752,                0.79393,                      1,                      1,                  0.995,                0.99495,                0.07763,                0.07585,                0.69978,               0.002773,               0.002773,               0.002773
                     75,                0.21981,                0.17563,                0.79286,                      1,                      1,                  0.995,                0.99497,                0.07729,                0.07553,                0.69971,               0.002674,               0.002674,               0.002674
                     76,                0.21908,                0.17504,                  0.793,                      1,                      1,                  0.995,                0.99496,                0.07701,                0.07495,                0.69966,               0.002575,               0.002575,               0.002575
                     77,                0.21903,                0.17484,                0.79458,                      1,                      1,                  0.995,                0.99494,                0.07645,                0.07498,                0.69959,               0.002476,               0.002476,               0.002476
                     78,                0.21398,                0.17331,                0.79351,                      1,                      1,                  0.995,                0.99494,                0.07659,                0.07506,                0.69956,               0.002377,               0.002377,               0.002377
                     79,                0.21311,                0.17074,                0.79307,                      1,                      1,                  0.995,                0.99493,                0.07669,                0.07547,                0.69956,               0.002278,               0.002278,               0.002278
                     80,                0.20894,                0.16909,                0.79128,                      1,                      1,                  0.995,                0.99494,                0.07652,                0.07507,                0.69953,               0.002179,               0.002179,               0.002179
                     81,                0.20992,                0.16942,                0.79153,                      1,                      1,                  0.995,                0.99493,                 0.0766,                0.07576,                0.69948,                0.00208,                0.00208,                0.00208
                     82,                0.20754,                0.16702,                0.79091,                      1,                      1,                  0.995,                0.99493,                0.07675,                0.07575,                0.69941,               0.001981,               0.001981,               0.001981
                     83,                0.20181,                0.16383,                0.79109,                      1,                      1,                  0.995,                0.99493,                0.07702,                0.07573,                0.69922,               0.001882,               0.001882,               0.001882
                     84,                0.20194,                0.16232,                0.79048,                      1,                      1,                  0.995,                0.99492,                0.07728,                0.07541,                0.69908,               0.001783,               0.001783,               0.001783
                     85,                 0.1998,                 0.1612,                  0.792,                      1,                      1,                  0.995,                0.99491,                0.07707,                0.07491,                  0.699,               0.001684,               0.001684,               0.001684
                     86,                0.19592,                0.15872,                0.78979,                0.99999,                      1,                  0.995,                0.99491,                0.07723,                0.07512,                 0.6989,               0.001585,               0.001585,               0.001585
                     87,                0.19554,                0.15765,                0.78861,                0.99999,                      1,                  0.995,                0.99491,                0.07703,                0.07468,                 0.6988,               0.001486,               0.001486,               0.001486
                     88,                0.19191,                0.15777,                0.78962,                0.99999,                      1,                  0.995,                 0.9949,                0.07723,                0.07461,                0.69875,               0.001387,               0.001387,               0.001387
                     89,                0.19057,                0.15489,                0.78864,                0.99999,                      1,                  0.995,                0.99491,                0.07733,                0.07464,                0.69872,               0.001288,               0.001288,               0.001288
                     90,                0.18712,                0.15383,                0.78869,                0.99999,                      1,                  0.995,                0.99491,                0.07708,                0.07445,                0.69863,               0.001189,               0.001189,               0.001189
                     91,                0.12426,                 0.0969,                0.75664,                0.99999,                      1,                  0.995,                0.99491,                0.07646,                0.07459,                 0.6986,                0.00109,                0.00109,                0.00109
                     92,                0.11906,                 0.0925,                0.76031,                0.99999,                      1,                  0.995,                0.99491,                0.07529,                0.07417,                0.69854,               0.000991,               0.000991,               0.000991
                     93,                0.11683,                0.09093,                0.75804,                0.99999,                      1,                  0.995,                0.99493,                0.07462,                0.07412,                0.69841,               0.000892,               0.000892,               0.000892
                     94,                0.11414,                0.08888,                0.75701,                0.99999,                      1,                  0.995,                0.99491,                0.07427,                0.07376,                0.69833,               0.000793,               0.000793,               0.000793
                     95,                0.11178,                0.08668,                0.75828,                0.99999,                      1,                  0.995,                0.99493,                0.07334,                 0.0733,                0.69825,               0.000694,               0.000694,               0.000694
                     96,                0.10892,                0.08402,                0.75775,                0.99999,                      1,                  0.995,                0.99492,                0.07283,                0.07325,                 0.6982,               0.000595,               0.000595,               0.000595
                     97,                0.10694,                0.08312,                0.75698,                0.99999,                      1,                  0.995,                0.99493,                0.07268,                0.07353,                0.69814,               0.000496,               0.000496,               0.000496
                     98,                0.10438,                0.08002,                0.75805,                0.99999,                      1,                  0.995,                0.99492,                 0.0727,                0.07414,                0.69811,               0.000397,               0.000397,               0.000397
                     99,                0.10124,                0.07765,                0.75757,                0.99999,                      1,                  0.995,                0.99493,                0.07237,                0.07427,                0.69804,               0.000298,               0.000298,               0.000298
                    100,                 0.0988,                0.07548,                0.75623,                0.99999,                      1,                  0.995,                0.99493,                0.07176,                0.07381,                0.69796,               0.000199,               0.000199,               0.000199
