                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.4903,                 5.4124,                 1.9611,                0.00237,                0.71058,                0.00995,                0.00246,                 3.3935,                  5.321,                 2.4367,                 0.0004,                 0.0004,                 0.0004
                      2,                 2.5915,                 5.3724,                 2.2513,                0.00153,                0.45826,                0.00187,                0.00044,                 3.4168,                 5.3656,                 2.4967,             0.00081729,             0.00081729,             0.00081729
                      3,                 2.6191,                 5.4943,                 1.8642,                0.00121,                0.36364,                0.00212,                 0.0004,                 3.3333,                 5.4276,                 2.4219,              0.0012318,              0.0012318,              0.0012318
                      4,                 2.5598,                 5.6387,                 1.8582,                0.00121,                0.36364,                0.00212,                 0.0004,                 3.3333,                 5.4276,                 2.4219,              0.0016436,              0.0016436,              0.0016436
                      5,                 2.5486,                 5.9254,                  2.024,                0.00121,                0.36364,                0.00212,                 0.0004,                 3.3333,                 5.4276,                 2.4219,              0.0019736,              0.0019736,              0.0019736
                      6,                 2.7934,                 6.2223,                 1.7733,                 0.0012,                0.35993,                0.00169,                0.00035,                  3.234,                 5.4436,                 2.5203,               0.001967,               0.001967,               0.001967
                      7,                 2.6975,                 5.3753,                  2.102,                 0.0012,                0.35993,                0.00169,                0.00035,                  3.234,                 5.4436,                 2.5203,              0.0019604,              0.0019604,              0.0019604
                      8,                 2.8029,                 4.8838,                 2.1681,                 0.0012,                0.35993,                0.00169,                0.00035,                  3.234,                 5.4436,                 2.5203,              0.0019538,              0.0019538,              0.0019538
                      9,                 2.7255,                 5.3484,                 2.1201,                0.00124,                0.37106,                0.00165,                0.00035,                 3.1549,                 5.2544,                 2.4921,              0.0019472,              0.0019472,              0.0019472
                     10,                 2.6317,                 4.9975,                 2.1856,                0.00124,                0.37106,                0.00165,                0.00035,                 3.1549,                 5.2544,                 2.4921,              0.0019406,              0.0019406,              0.0019406
                     11,                 2.5171,                 5.6459,                 2.2218,                0.00124,                0.37106,                0.00165,                0.00035,                 3.1549,                 5.2544,                 2.4921,               0.001934,               0.001934,               0.001934
                     12,                 2.6454,                 5.1494,                 2.0032,                0.00195,                0.26531,                0.00222,                 0.0004,                 3.0959,                 5.3005,                 2.4664,              0.0019274,              0.0019274,              0.0019274
                     13,                 2.6996,                 5.4121,                  2.245,                0.00195,                0.26531,                0.00222,                 0.0004,                 3.0959,                 5.3005,                 2.4664,              0.0019208,              0.0019208,              0.0019208
                     14,                 2.5834,                 5.1879,                 1.9118,                0.00195,                0.26531,                0.00222,                 0.0004,                 3.0959,                 5.3005,                 2.4664,              0.0019142,              0.0019142,              0.0019142
                     15,                 2.6445,                 5.8913,                 2.2868,                0.00195,                0.26531,                0.00222,                 0.0004,                 3.0959,                 5.3005,                 2.4664,              0.0019076,              0.0019076,              0.0019076
                     16,                 2.8166,                 4.8681,                  2.388,                0.00119,                0.35622,                0.00204,                0.00041,                  3.201,                 5.5613,                 2.5829,               0.001901,               0.001901,               0.001901
                     17,                 2.5603,                 4.6491,                 2.1159,                0.00119,                0.35622,                0.00204,                0.00041,                  3.201,                 5.5613,                 2.5829,              0.0018944,              0.0018944,              0.0018944
                     18,                 2.6442,                  4.695,                 2.1879,                0.00119,                0.35622,                0.00204,                0.00041,                  3.201,                 5.5613,                 2.5829,              0.0018878,              0.0018878,              0.0018878
                     19,                 2.4638,                  5.308,                 2.2451,                0.00972,                0.04453,                0.00699,                0.00169,                  3.105,                 8.7573,                 2.7694,              0.0018812,              0.0018812,              0.0018812
                     20,                 2.5663,                 5.0816,                 2.4383,                0.00972,                0.04453,                0.00699,                0.00169,                  3.105,                 8.7573,                 2.7694,              0.0018746,              0.0018746,              0.0018746
                     21,                 2.4046,                 4.9529,                  2.243,                0.00972,                0.04453,                0.00699,                0.00169,                  3.105,                 8.7573,                 2.7694,               0.001868,               0.001868,               0.001868
                     22,                 2.9818,                 5.4555,                 2.6639,                0.10293,                0.13544,                0.04145,                0.00782,                 3.2467,                 22.005,                 3.5188,              0.0018614,              0.0018614,              0.0018614
                     23,                 2.6626,                 5.1887,                 2.4624,                0.10293,                0.13544,                0.04145,                0.00782,                 3.2467,                 22.005,                 3.5188,              0.0018548,              0.0018548,              0.0018548
                     24,                 2.5071,                 4.9275,                 2.0612,                0.10293,                0.13544,                0.04145,                0.00782,                 3.2467,                 22.005,                 3.5188,              0.0018482,              0.0018482,              0.0018482
                     25,                 2.2795,                 4.5865,                 1.7752,                0.00389,                0.21892,                 0.0026,                0.00072,                 2.3505,                 4.9661,                 2.1085,              0.0018416,              0.0018416,              0.0018416
                     26,                 2.1864,                 4.8663,                 1.8349,                0.00389,                0.21892,                 0.0026,                0.00072,                 2.3505,                 4.9661,                 2.1085,               0.001835,               0.001835,               0.001835
                     27,                 2.6715,                 5.0833,                  1.936,                0.00389,                0.21892,                 0.0026,                0.00072,                 2.3505,                 4.9661,                 2.1085,              0.0018284,              0.0018284,              0.0018284
                     28,                  2.226,                    4.7,                 1.7389,                0.01398,                0.03525,                0.00439,                0.00145,                 2.3425,                 5.1133,                 2.1915,              0.0018218,              0.0018218,              0.0018218
                     29,                 2.5838,                 4.8489,                  2.053,                0.01398,                0.03525,                0.00439,                0.00145,                 2.3425,                 5.1133,                 2.1915,              0.0018152,              0.0018152,              0.0018152
                     30,                 2.1141,                 4.4369,                 1.7894,                0.01398,                0.03525,                0.00439,                0.00145,                 2.3425,                 5.1133,                 2.1915,              0.0018086,              0.0018086,              0.0018086
                     31,                 2.3963,                  4.807,                 1.7251,                0.16736,                0.18553,                0.06524,                0.01144,                 2.6312,                 5.6247,                 4.2465,               0.001802,               0.001802,               0.001802
                     32,                 2.6872,                 4.4322,                 2.0286,                0.16736,                0.18553,                0.06524,                0.01144,                 2.6312,                 5.6247,                 4.2465,              0.0017954,              0.0017954,              0.0017954
                     33,                 2.5137,                 4.1032,                  2.122,                0.16736,                0.18553,                0.06524,                0.01144,                 2.6312,                 5.6247,                 4.2465,              0.0017888,              0.0017888,              0.0017888
                     34,                 2.4558,                 4.1682,                  1.903,                0.23039,                0.37878,                0.16291,                0.05131,                 2.2799,                 4.0591,                 2.3675,              0.0017822,              0.0017822,              0.0017822
                     35,                 2.1386,                 3.6619,                  1.804,                0.23039,                0.37878,                0.16291,                0.05131,                 2.2799,                 4.0591,                 2.3675,              0.0017756,              0.0017756,              0.0017756
                     36,                 1.9523,                 3.8223,                 1.5855,                0.23039,                0.37878,                0.16291,                0.05131,                 2.2799,                 4.0591,                 2.3675,               0.001769,               0.001769,               0.001769
                     37,                 2.1917,                 4.0612,                 1.8783,                 0.4895,                0.42857,                0.40557,                0.19567,                 2.1167,                 4.1389,                  2.327,              0.0017624,              0.0017624,              0.0017624
