                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4041,                 2.8977,                 1.2906,                0.92865,                0.05936,                0.37468,                0.07104,                 2.2376,                 3.8885,                 1.6485,              0.0033242,              0.0033242,              0.0033242
                      2,                0.74492,                 1.0925,                0.91321,                0.93089,                0.19142,                0.31833,                0.09539,                 1.9625,                 5.0144,                 1.4858,              0.0066136,              0.0066136,              0.0066136
                      3,                0.68889,                0.71596,                0.89866,                0.91316,                0.23982,                0.57077,                0.37873,                 1.7235,                 5.2054,                 1.1464,               0.009859,               0.009859,               0.009859
                      4,                 0.6211,                0.55874,                0.87983,                0.67162,                 0.1507,                0.42389,                0.08405,                 2.3543,                 6.2699,                 1.9889,               0.009802,               0.009802,               0.009802
                      5,                0.52498,                0.46007,                0.85726,                0.50024,                 0.1807,                0.32756,                 0.0349,                 2.5232,                  5.828,                 2.0773,               0.009736,               0.009736,               0.009736
                      6,                0.46769,                0.41754,                0.84602,                0.50024,                 0.1807,                0.32756,                 0.0349,                 3.8467,                 7.0392,                 3.2043,                0.00967,                0.00967,                0.00967
                      7,                0.42998,                0.38774,                  0.838,                0.48559,                0.14193,                0.29204,                0.03084,                 2.6716,                 6.1829,                 1.9957,               0.009604,               0.009604,               0.009604
                      8,                0.40511,                0.37439,                 0.8325,                0.43356,                0.12193,                0.29576,                0.03057,                 3.1841,                 7.3945,                 2.1687,               0.009538,               0.009538,               0.009538
                      9,                0.37949,                0.35458,                0.82861,                0.75785,                0.19053,                0.49557,                0.09737,                 2.6928,                 6.1944,                 1.9851,               0.009472,               0.009472,               0.009472
                     10,                0.36233,                 0.3423,                0.82368,                0.86601,                0.29368,                0.59376,                0.08892,                 2.7753,                 6.8032,                 2.0614,               0.009406,               0.009406,               0.009406
                     11,                0.35194,                0.33298,                0.82282,                0.24659,                0.06667,                0.14604,                0.01473,                 2.8424,                 6.5675,                 2.3175,                0.00934,                0.00934,                0.00934
                     12,                0.33653,                0.32438,                0.82178,                      1,                0.17895,                0.58947,                0.13493,                 2.4934,                 6.2449,                 1.9272,               0.009274,               0.009274,               0.009274
                     13,                0.32584,                0.31413,                 0.8191,                      1,                0.17895,                0.58947,                0.13493,                 2.9865,                 7.3216,                 2.2606,               0.009208,               0.009208,               0.009208
                     14,                0.32061,                0.31038,                0.81906,                0.71496,                0.16018,                0.43923,                0.05186,                 2.9132,                 6.7016,                 2.3228,               0.009142,               0.009142,               0.009142
                     15,                0.31035,                 0.3034,                0.81742,                0.00394,                 0.0007,                0.00197,                0.00118,                 2.6811,                  7.158,                 2.1094,               0.009076,               0.009076,               0.009076
                     16,                0.30422,                0.29753,                0.81427,                0.04237,                0.00263,                0.02141,                0.00214,                 3.0097,                 7.7651,                 2.5362,                0.00901,                0.00901,                0.00901
                     17,                0.29841,                 0.2962,                0.81449,                0.04237,                0.00263,                0.02141,                0.00214,                 2.7777,                 7.4615,                 2.1629,               0.008944,               0.008944,               0.008944
                     18,                0.28905,                0.28647,                0.81364,                0.33333,                0.03509,                0.18672,                0.01867,                  3.141,                 7.2092,                 2.4826,               0.008878,               0.008878,               0.008878
